index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level
6423,Wellington,B.70032,3,4,0.5,10,10pm-11pm,Tuesday,Orange Line,Southbound,2,placeholder
6424,Assembly,B.70278,4,7,0.3,16,10pm-11pm,Tuesday,Orange Line,Southbound,3,placeholder
6425,Sullivan Square,B.70030,5,7,0.5,22,10pm-11pm,Tuesday,Orange Line,Southbound,4,placeholder
6426,Community College,B.70028,6,2,0.6,25,10pm-11pm,Tuesday,Orange Line,Southbound,4,placeholder
6427,North Station,B.70026,7,9,2.9,31,10pm-11pm,Tuesday,Orange Line,Southbound,5,placeholder
6428,Haymarket,B.70024,8,7,1,35,10pm-11pm,Tuesday,Orange Line,Southbound,6,placeholder
6429,State,B.70022,9,9,7.7,36,10pm-11pm,Tuesday,Orange Line,Southbound,6,placeholder
6430,Downtown Crossing,B.70020,10,18,7.1,46,10pm-11pm,Tuesday,Orange Line,Southbound,8,placeholder
6431,Chinatown,B.70018,11,8,2.2,56,10pm-11pm,Tuesday,Orange Line,Southbound,9,placeholder
6432,Tufts Medical Center,B.70016,12,3,3.2,56,10pm-11pm,Tuesday,Orange Line,Southbound,9,placeholder
6433,Back Bay,B.70014,13,13,7.3,62,10pm-11pm,Tuesday,Orange Line,Southbound,10,placeholder
6434,Massachusetts Avenue,B.70012,14,6,4.3,69,10pm-11pm,Tuesday,Orange Line,Southbound,12,placeholder
6435,Ruggles,B.70010,15,3,9.6,57,10pm-11pm,Tuesday,Orange Line,Southbound,10,placeholder
6436,Roxbury Crossing,B.70008,16,3,6.9,53,10pm-11pm,Tuesday,Orange Line,Southbound,9,placeholder
6437,Jackson Square,B.70006,17,1,10.5,43,10pm-11pm,Tuesday,Orange Line,Southbound,7,placeholder
6438,Stony Brook,B.70004,18,0,12.1,35,10pm-11pm,Tuesday,Orange Line,Southbound,6,placeholder
6439,Green Street,B.70002,19,0,9.8,26,10pm-11pm,Tuesday,Orange Line,Southbound,4,placeholder
6440,Forest Hills,B.Forest Hills-02,20,0,28,0,10pm-11pm,Tuesday,Orange Line,Southbound,0,placeholder
6441,Oak Grove,B.Oak Grove-02,1,1,0,1,11pm-12am,Tuesday,Orange Line,Southbound,0,placeholder
6442,Malden Center,B.70034,2,5,0,6,11pm-12am,Tuesday,Orange Line,Southbound,1,placeholder
6443,Wellington,B.70032,3,4,0.4,9,11pm-12am,Tuesday,Orange Line,Southbound,2,placeholder
6444,Assembly,B.70278,4,2,0.1,12,11pm-12am,Tuesday,Orange Line,Southbound,2,placeholder
6445,Sullivan Square,B.70030,5,4,0.7,16,11pm-12am,Tuesday,Orange Line,Southbound,3,placeholder
6446,Community College,B.70028,6,3,0.2,17,11pm-12am,Tuesday,Orange Line,Southbound,3,placeholder
6447,North Station,B.70026,7,7,1.9,22,11pm-12am,Tuesday,Orange Line,Southbound,4,placeholder
6448,Haymarket,B.70024,8,4,1,25,11pm-12am,Tuesday,Orange Line,Southbound,4,placeholder
6449,State,B.70022,9,8,6.2,27,11pm-12am,Tuesday,Orange Line,Southbound,4,placeholder
6450,Downtown Crossing,B.70020,10,14,6.3,42,11pm-12am,Tuesday,Orange Line,Southbound,7,placeholder
6451,Chinatown,B.70018,11,6,0.7,43,11pm-12am,Tuesday,Orange Line,Southbound,7,placeholder
6452,Tufts Medical Center,B.70016,12,5,2.2,46,11pm-12am,Tuesday,Orange Line,Southbound,8,placeholder
6453,Back Bay,B.70014,13,8,5.1,48,11pm-12am,Tuesday,Orange Line,Southbound,8,placeholder
6454,Massachusetts Avenue,B.70012,14,4,2.4,46,11pm-12am,Tuesday,Orange Line,Southbound,8,placeholder
6455,Ruggles,B.70010,15,2,9.1,44,11pm-12am,Tuesday,Orange Line,Southbound,7,placeholder
6456,Roxbury Crossing,B.70008,16,1,5.4,40,11pm-12am,Tuesday,Orange Line,Southbound,7,placeholder
6457,Jackson Square,B.70006,17,0,7.7,32,11pm-12am,Tuesday,Orange Line,Southbound,5,placeholder
6458,Stony Brook,B.70004,18,0,7.7,22,11pm-12am,Tuesday,Orange Line,Southbound,4,placeholder
6459,Green Street,B.70002,19,0,4.8,17,11pm-12am,Tuesday,Orange Line,Southbound,3,placeholder
6460,Forest Hills,B.Forest Hills-02,20,0,17,0,11pm-12am,Tuesday,Orange Line,Southbound,0,placeholder
6461,Oak Grove,B.Oak Grove-02,1,0,0,0,12am-1am,Tuesday,Orange Line,Southbound,0,placeholder
6462,Malden Center,B.70034,2,1,0,2,12am-1am,Tuesday,Orange Line,Southbound,0,placeholder
6463,Wellington,B.70032,3,1,0.1,2,12am-1am,Tuesday,Orange Line,Southbound,0,placeholder
6464,Assembly,B.70278,4,1,0,3,12am-1am,Tuesday,Orange Line,Southbound,0,placeholder
6465,Sullivan Square,B.70030,5,2,0.2,4,12am-1am,Tuesday,Orange Line,Southbound,1,placeholder
6466,Community College,B.70028,6,0,0.2,4,12am-1am,Tuesday,Orange Line,Southbound,1,placeholder
6467,North Station,B.70026,7,1,0.7,5,12am-1am,Tuesday,Orange Line,Southbound,1,placeholder
6468,Haymarket,B.70024,8,1,0.2,6,12am-1am,Tuesday,Orange Line,Southbound,1,placeholder
6469,State,B.70022,9,2,1.4,7,12am-1am,Tuesday,Orange Line,Southbound,1,placeholder
6470,Downtown Crossing,B.70020,10,5,1.6,10,12am-1am,Tuesday,Orange Line,Southbound,2,placeholder
6471,Chinatown,B.70018,11,1,0.3,12,12am-1am,Tuesday,Orange Line,Southbound,2,placeholder
6472,Tufts Medical Center,B.70016,12,1,0.7,12,12am-1am,Tuesday,Orange Line,Southbound,2,placeholder
6473,Back Bay,B.70014,13,2,1.2,12,12am-1am,Tuesday,Orange Line,Southbound,2,placeholder
6474,Massachusetts Avenue,B.70012,14,1,0.9,13,12am-1am,Tuesday,Orange Line,Southbound,2,placeholder
6475,Ruggles,B.70010,15,1,1.5,11,12am-1am,Tuesday,Orange Line,Southbound,2,placeholder
6476,Roxbury Crossing,B.70008,16,1,1.2,10,12am-1am,Tuesday,Orange Line,Southbound,2,placeholder
6477,Jackson Square,B.70006,17,0,1.8,8,12am-1am,Tuesday,Orange Line,Southbound,1,placeholder
6478,Stony Brook,B.70004,18,0,1.8,6,12am-1am,Tuesday,Orange Line,Southbound,1,placeholder
6479,Green Street,B.70002,19,0,1.3,5,12am-1am,Tuesday,Orange Line,Southbound,1,placeholder
6480,Forest Hills,B.Forest Hills-02,20,0,4.9,0,12am-1am,Tuesday,Orange Line,Southbound,0,placeholder
6481,Oak Grove,B.Oak Grove-02,1,21,0,21,5am-6am,Wednesday,Orange Line,Southbound,4,placeholder
6482,Malden Center,B.70034,2,49,0.2,69,5am-6am,Wednesday,Orange Line,Southbound,12,placeholder
6483,Wellington,B.70032,3,30,1.7,123,5am-6am,Wednesday,Orange Line,Southbound,20,placeholder
6484,Assembly,B.70278,4,4,1.6,126,5am-6am,Wednesday,Orange Line,Southbound,21,placeholder
6485,Sullivan Square,B.70030,5,54,5.9,192,5am-6am,Wednesday,Orange Line,Southbound,32,placeholder
6486,Community College,B.70028,6,5,3.2,193,5am-6am,Wednesday,Orange Line,Southbound,32,placeholder
6487,North Station,B.70026,7,10,40.9,194,5am-6am,Wednesday,Orange Line,Southbound,32,placeholder
6488,Haymarket,B.70024,8,17,16.3,195,5am-6am,Wednesday,Orange Line,Southbound,32,placeholder
6489,State,B.70022,9,37,28.5,204,5am-6am,Wednesday,Orange Line,Southbound,34,placeholder
6490,Downtown Crossing,B.70020,10,8,63.8,148,5am-6am,Wednesday,Orange Line,Southbound,25,placeholder
6491,Chinatown,B.70018,11,0,12.4,136,5am-6am,Wednesday,Orange Line,Southbound,23,placeholder
6492,Tufts Medical Center,B.70016,12,2,56.3,150,5am-6am,Wednesday,Orange Line,Southbound,25,placeholder
6493,Back Bay,B.70014,13,3,55.9,96,5am-6am,Wednesday,Orange Line,Southbound,16,placeholder
6494,Massachusetts Avenue,B.70012,14,3,17.4,82,5am-6am,Wednesday,Orange Line,Southbound,14,placeholder
6495,Ruggles,B.70010,15,2,26.9,56,5am-6am,Wednesday,Orange Line,Southbound,9,placeholder
6496,Roxbury Crossing,B.70008,16,1,16.6,41,5am-6am,Wednesday,Orange Line,Southbound,7,placeholder
6497,Jackson Square,B.70006,17,3,11.6,45,5am-6am,Wednesday,Orange Line,Southbound,8,placeholder
6498,Stony Brook,B.70004,18,0,5.9,63,5am-6am,Wednesday,Orange Line,Southbound,10,placeholder
6499,Green Street,B.70002,19,1,6.1,58,5am-6am,Wednesday,Orange Line,Southbound,10,placeholder
6500,Forest Hills,B.Forest Hills-02,20,0,115.3,0,5am-6am,Wednesday,Orange Line,Southbound,0,placeholder
6501,Oak Grove,B.Oak Grove-02,1,57,0,57,6am-7am,Wednesday,Orange Line,Southbound,10,placeholder
6502,Malden Center,B.70034,2,85,0,142,6am-7am,Wednesday,Orange Line,Southbound,24,placeholder
6503,Wellington,B.70032,3,50,1.3,190,6am-7am,Wednesday,Orange Line,Southbound,32,placeholder
6504,Assembly,B.70278,4,8,2.3,196,6am-7am,Wednesday,Orange Line,Southbound,33,placeholder
6505,Sullivan Square,B.70030,5,55,6.7,229,6am-7am,Wednesday,Orange Line,Southbound,38,placeholder
6506,Community College,B.70028,6,9,4.9,278,6am-7am,Wednesday,Orange Line,Southbound,46,placeholder
6507,North Station,B.70026,7,26,39.9,239,6am-7am,Wednesday,Orange Line,Southbound,40,placeholder
6508,Haymarket,B.70024,8,20,18.5,241,6am-7am,Wednesday,Orange Line,Southbound,40,placeholder
6509,State,B.70022,9,65,35.9,270,6am-7am,Wednesday,Orange Line,Southbound,45,placeholder
6510,Downtown Crossing,B.70020,10,21,70.7,220,6am-7am,Wednesday,Orange Line,Southbound,37,placeholder
6511,Chinatown,B.70018,11,2,21.4,250,6am-7am,Wednesday,Orange Line,Southbound,42,placeholder
6512,Tufts Medical Center,B.70016,12,4,55.6,153,6am-7am,Wednesday,Orange Line,Southbound,26,placeholder
6513,Back Bay,B.70014,13,4,60.6,96,6am-7am,Wednesday,Orange Line,Southbound,16,placeholder
6514,Massachusetts Avenue,B.70012,14,5,13.8,87,6am-7am,Wednesday,Orange Line,Southbound,14,placeholder
6515,Ruggles,B.70010,15,3,34,65,6am-7am,Wednesday,Orange Line,Southbound,11,placeholder
6516,Roxbury Crossing,B.70008,16,2,23.3,43,6am-7am,Wednesday,Orange Line,Southbound,7,placeholder
6517,Jackson Square,B.70006,17,3,8.5,34,6am-7am,Wednesday,Orange Line,Southbound,6,placeholder
6518,Stony Brook,B.70004,18,1,3.4,29,6am-7am,Wednesday,Orange Line,Southbound,5,placeholder
6519,Green Street,B.70002,19,1,5.5,24,6am-7am,Wednesday,Orange Line,Southbound,4,placeholder
6520,Forest Hills,B.Forest Hills-02,20,0,26.2,0,6am-7am,Wednesday,Orange Line,Southbound,0,placeholder
6521,Oak Grove,B.Oak Grove-02,1,114,0,114,7am-8am,Wednesday,Orange Line,Southbound,19,placeholder
6522,Malden Center,B.70034,2,134,0.7,257,7am-8am,Wednesday,Orange Line,Southbound,43,placeholder
6523,Wellington,B.70032,3,68,1,303,7am-8am,Wednesday,Orange Line,Southbound,50,placeholder
6524,Assembly,B.70278,4,21,4.4,319,7am-8am,Wednesday,Orange Line,Southbound,53,placeholder
6525,Sullivan Square,B.70030,5,63,9.3,402,7am-8am,Wednesday,Orange Line,Southbound,67,placeholder
6526,Community College,B.70028,6,16,11.8,373,7am-8am,Wednesday,Orange Line,Southbound,62,placeholder
6527,North Station,B.70026,7,46,50.3,403,7am-8am,Wednesday,Orange Line,Southbound,67,placeholder
6528,Haymarket,B.70024,8,21,25.6,398,7am-8am,Wednesday,Orange Line,Southbound,66,placeholder
6529,State,B.70022,9,64,89,372,7am-8am,Wednesday,Orange Line,Southbound,62,placeholder
6530,Downtown Crossing,B.70020,10,43,105.3,310,7am-8am,Wednesday,Orange Line,Southbound,52,placeholder
6531,Chinatown,B.70018,11,4,25.5,241,7am-8am,Wednesday,Orange Line,Southbound,40,placeholder
6532,Tufts Medical Center,B.70016,12,7,52.4,196,7am-8am,Wednesday,Orange Line,Southbound,33,placeholder
6533,Back Bay,B.70014,13,8,102.4,101,7am-8am,Wednesday,Orange Line,Southbound,17,placeholder
6534,Massachusetts Avenue,B.70012,14,7,19.3,107,7am-8am,Wednesday,Orange Line,Southbound,18,placeholder
6535,Ruggles,B.70010,15,6,34.8,69,7am-8am,Wednesday,Orange Line,Southbound,12,placeholder
6536,Roxbury Crossing,B.70008,16,3,22.7,55,7am-8am,Wednesday,Orange Line,Southbound,9,placeholder
6537,Jackson Square,B.70006,17,5,11.1,49,7am-8am,Wednesday,Orange Line,Southbound,8,placeholder
6538,Stony Brook,B.70004,18,2,8,43,7am-8am,Wednesday,Orange Line,Southbound,7,placeholder
6539,Green Street,B.70002,19,1,13.2,35,7am-8am,Wednesday,Orange Line,Southbound,6,placeholder
6540,Forest Hills,B.Forest Hills-02,20,0,29,0,7am-8am,Wednesday,Orange Line,Southbound,0,placeholder
6541,Oak Grove,B.Oak Grove-02,1,140,0,140,8am-9am,Wednesday,Orange Line,Southbound,23,placeholder
6542,Malden Center,B.70034,2,162,0.5,314,8am-9am,Wednesday,Orange Line,Southbound,52,placeholder
6543,Wellington,B.70032,3,88,1.5,401,8am-9am,Wednesday,Orange Line,Southbound,67,placeholder
6544,Assembly,B.70278,4,39,5.7,434,8am-9am,Wednesday,Orange Line,Southbound,72,placeholder
6545,Sullivan Square,B.70030,5,84,9.6,509,8am-9am,Wednesday,Orange Line,Southbound,85,placeholder
6546,Community College,B.70028,6,29,19.5,518,8am-9am,Wednesday,Orange Line,Southbound,86,placeholder
6547,North Station,B.70026,7,79,62.7,491,8am-9am,Wednesday,Orange Line,Southbound,82,placeholder
6548,Haymarket,B.70024,8,31,36.6,584,8am-9am,Wednesday,Orange Line,Southbound,97,placeholder
6549,State,B.70022,9,66,141.6,508,8am-9am,Wednesday,Orange Line,Southbound,85,placeholder
6550,Downtown Crossing,B.70020,10,49,157.7,399,8am-9am,Wednesday,Orange Line,Southbound,66,placeholder
6551,Chinatown,B.70018,11,7,51.6,355,8am-9am,Wednesday,Orange Line,Southbound,59,placeholder
6552,Tufts Medical Center,B.70016,12,7,67.9,294,8am-9am,Wednesday,Orange Line,Southbound,49,placeholder
6553,Back Bay,B.70014,13,12,197.6,140,8am-9am,Wednesday,Orange Line,Southbound,23,placeholder
6554,Massachusetts Avenue,B.70012,14,7,26.9,106,8am-9am,Wednesday,Orange Line,Southbound,18,placeholder
6555,Ruggles,B.70010,15,8,33.5,81,8am-9am,Wednesday,Orange Line,Southbound,14,placeholder
6556,Roxbury Crossing,B.70008,16,4,22.9,55,8am-9am,Wednesday,Orange Line,Southbound,9,placeholder
6557,Jackson Square,B.70006,17,4,10.2,48,8am-9am,Wednesday,Orange Line,Southbound,8,placeholder
6558,Stony Brook,B.70004,18,2,9.4,41,8am-9am,Wednesday,Orange Line,Southbound,7,placeholder
6559,Green Street,B.70002,19,1,10.7,28,8am-9am,Wednesday,Orange Line,Southbound,5,placeholder
6560,Forest Hills,B.Forest Hills-02,20,0,30,0,8am-9am,Wednesday,Orange Line,Southbound,0,placeholder
6561,Oak Grove,B.Oak Grove-02,1,45,0,45,9am-10am,Wednesday,Orange Line,Southbound,8,placeholder
6562,Malden Center,B.70034,2,80,0.7,124,9am-10am,Wednesday,Orange Line,Southbound,21,placeholder
6563,Wellington,B.70032,3,42,1.3,164,9am-10am,Wednesday,Orange Line,Southbound,27,placeholder
6564,Assembly,B.70278,4,18,3.6,193,9am-10am,Wednesday,Orange Line,Southbound,32,placeholder
6565,Sullivan Square,B.70030,5,44,4.7,216,9am-10am,Wednesday,Orange Line,Southbound,36,placeholder
6566,Community College,B.70028,6,11,10,201,9am-10am,Wednesday,Orange Line,Southbound,34,placeholder
6567,North Station,B.70026,7,30,30.5,218,9am-10am,Wednesday,Orange Line,Southbound,36,placeholder
6568,Haymarket,B.70024,8,20,16.2,205,9am-10am,Wednesday,Orange Line,Southbound,34,placeholder
6569,State,B.70022,9,35,41.8,199,9am-10am,Wednesday,Orange Line,Southbound,33,placeholder
6570,Downtown Crossing,B.70020,10,36,58.2,177,9am-10am,Wednesday,Orange Line,Southbound,30,placeholder
6571,Chinatown,B.70018,11,7,27.6,156,9am-10am,Wednesday,Orange Line,Southbound,26,placeholder
6572,Tufts Medical Center,B.70016,12,6,34,141,9am-10am,Wednesday,Orange Line,Southbound,24,placeholder
6573,Back Bay,B.70014,13,6,63.1,73,9am-10am,Wednesday,Orange Line,Southbound,12,placeholder
6574,Massachusetts Avenue,B.70012,14,4,13.4,64,9am-10am,Wednesday,Orange Line,Southbound,11,placeholder
6575,Ruggles,B.70010,15,3,15.9,51,9am-10am,Wednesday,Orange Line,Southbound,8,placeholder
6576,Roxbury Crossing,B.70008,16,3,13,41,9am-10am,Wednesday,Orange Line,Southbound,7,placeholder
6577,Jackson Square,B.70006,17,2,11.5,39,9am-10am,Wednesday,Orange Line,Southbound,6,placeholder
6578,Stony Brook,B.70004,18,1,6.7,33,9am-10am,Wednesday,Orange Line,Southbound,6,placeholder
6579,Green Street,B.70002,19,0,9.5,24,9am-10am,Wednesday,Orange Line,Southbound,4,placeholder
6580,Forest Hills,B.Forest Hills-02,20,0,23.6,0,9am-10am,Wednesday,Orange Line,Southbound,0,placeholder
6581,Oak Grove,B.Oak Grove-02,1,28,0,28,10am-11am,Wednesday,Orange Line,Southbound,5,placeholder
6582,Malden Center,B.70034,2,49,0.4,72,10am-11am,Wednesday,Orange Line,Southbound,12,placeholder
6583,Wellington,B.70032,3,28,1.2,113,10am-11am,Wednesday,Orange Line,Southbound,19,placeholder
6584,Assembly,B.70278,4,12,4,111,10am-11am,Wednesday,Orange Line,Southbound,18,placeholder
6585,Sullivan Square,B.70030,5,37,2.7,145,10am-11am,Wednesday,Orange Line,Southbound,24,placeholder
6586,Community College,B.70028,6,10,8.9,178,10am-11am,Wednesday,Orange Line,Southbound,30,placeholder
6587,North Station,B.70026,7,18,23.1,155,10am-11am,Wednesday,Orange Line,Southbound,26,placeholder
6588,Haymarket,B.70024,8,17,15.3,143,10am-11am,Wednesday,Orange Line,Southbound,24,placeholder
6589,State,B.70022,9,25,23.4,144,10am-11am,Wednesday,Orange Line,Southbound,24,placeholder
6590,Downtown Crossing,B.70020,10,33,49.5,142,10am-11am,Wednesday,Orange Line,Southbound,24,placeholder
6591,Chinatown,B.70018,11,7,24.9,124,10am-11am,Wednesday,Orange Line,Southbound,21,placeholder
6592,Tufts Medical Center,B.70016,12,8,22.2,98,10am-11am,Wednesday,Orange Line,Southbound,16,placeholder
6593,Back Bay,B.70014,13,7,40.1,74,10am-11am,Wednesday,Orange Line,Southbound,12,placeholder
6594,Massachusetts Avenue,B.70012,14,4,11.4,60,10am-11am,Wednesday,Orange Line,Southbound,10,placeholder
6595,Ruggles,B.70010,15,3,14.8,54,10am-11am,Wednesday,Orange Line,Southbound,9,placeholder
6596,Roxbury Crossing,B.70008,16,3,10.2,47,10am-11am,Wednesday,Orange Line,Southbound,8,placeholder
6597,Jackson Square,B.70006,17,2,7.5,34,10am-11am,Wednesday,Orange Line,Southbound,6,placeholder
6598,Stony Brook,B.70004,18,2,5.7,30,10am-11am,Wednesday,Orange Line,Southbound,5,placeholder
6599,Green Street,B.70002,19,0,10.7,22,10am-11am,Wednesday,Orange Line,Southbound,4,placeholder
6600,Forest Hills,B.Forest Hills-02,20,0,21.7,0,10am-11am,Wednesday,Orange Line,Southbound,0,placeholder
6601,Oak Grove,B.Oak Grove-02,1,16,0,16,11am-12pm,Wednesday,Orange Line,Southbound,3,placeholder
6602,Malden Center,B.70034,2,36,0.5,56,11am-12pm,Wednesday,Orange Line,Southbound,9,placeholder
6603,Wellington,B.70032,3,18,1.1,64,11am-12pm,Wednesday,Orange Line,Southbound,11,placeholder
6604,Assembly,B.70278,4,10,4,76,11am-12pm,Wednesday,Orange Line,Southbound,13,placeholder
6605,Sullivan Square,B.70030,5,24,2.7,97,11am-12pm,Wednesday,Orange Line,Southbound,16,placeholder
6606,Community College,B.70028,6,13,4.2,98,11am-12pm,Wednesday,Orange Line,Southbound,16,placeholder
6607,North Station,B.70026,7,13,13,107,11am-12pm,Wednesday,Orange Line,Southbound,18,placeholder
6608,Haymarket,B.70024,8,13,10.8,109,11am-12pm,Wednesday,Orange Line,Southbound,18,placeholder
6609,State,B.70022,9,22,20.3,110,11am-12pm,Wednesday,Orange Line,Southbound,18,placeholder
6610,Downtown Crossing,B.70020,10,29,31.6,99,11am-12pm,Wednesday,Orange Line,Southbound,16,placeholder
6611,Chinatown,B.70018,11,6,15.5,90,11am-12pm,Wednesday,Orange Line,Southbound,15,placeholder
6612,Tufts Medical Center,B.70016,12,8,17.4,88,11am-12pm,Wednesday,Orange Line,Southbound,15,placeholder
6613,Back Bay,B.70014,13,11,28.6,71,11am-12pm,Wednesday,Orange Line,Southbound,12,placeholder
6614,Massachusetts Avenue,B.70012,14,4,9.6,65,11am-12pm,Wednesday,Orange Line,Southbound,11,placeholder
6615,Ruggles,B.70010,15,2,10.4,51,11am-12pm,Wednesday,Orange Line,Southbound,8,placeholder
6616,Roxbury Crossing,B.70008,16,3,7.3,48,11am-12pm,Wednesday,Orange Line,Southbound,8,placeholder
6617,Jackson Square,B.70006,17,2,12.3,46,11am-12pm,Wednesday,Orange Line,Southbound,8,placeholder
6618,Stony Brook,B.70004,18,1,11,40,11am-12pm,Wednesday,Orange Line,Southbound,7,placeholder
6619,Green Street,B.70002,19,1,10.2,27,11am-12pm,Wednesday,Orange Line,Southbound,4,placeholder
6620,Forest Hills,B.Forest Hills-02,20,0,27.2,0,11am-12pm,Wednesday,Orange Line,Southbound,0,placeholder
6621,Oak Grove,B.Oak Grove-02,1,13,0,13,12pm-1pm,Wednesday,Orange Line,Southbound,2,placeholder
6622,Malden Center,B.70034,2,40,0.4,52,12pm-1pm,Wednesday,Orange Line,Southbound,9,placeholder
6623,Wellington,B.70032,3,19,0.9,75,12pm-1pm,Wednesday,Orange Line,Southbound,12,placeholder
6624,Assembly,B.70278,4,12,4,77,12pm-1pm,Wednesday,Orange Line,Southbound,13,placeholder
6625,Sullivan Square,B.70030,5,28,2,110,12pm-1pm,Wednesday,Orange Line,Southbound,18,placeholder
6626,Community College,B.70028,6,14,4.9,120,12pm-1pm,Wednesday,Orange Line,Southbound,20,placeholder
6627,North Station,B.70026,7,12,14.4,107,12pm-1pm,Wednesday,Orange Line,Southbound,18,placeholder
6628,Haymarket,B.70024,8,16,9.8,114,12pm-1pm,Wednesday,Orange Line,Southbound,19,placeholder
6629,State,B.70022,9,28,21.4,131,12pm-1pm,Wednesday,Orange Line,Southbound,22,placeholder
6630,Downtown Crossing,B.70020,10,36,39.2,128,12pm-1pm,Wednesday,Orange Line,Southbound,21,placeholder
6631,Chinatown,B.70018,11,7,19.2,128,12pm-1pm,Wednesday,Orange Line,Southbound,21,placeholder
6632,Tufts Medical Center,B.70016,12,9,21.7,104,12pm-1pm,Wednesday,Orange Line,Southbound,17,placeholder
6633,Back Bay,B.70014,13,15,28.3,82,12pm-1pm,Wednesday,Orange Line,Southbound,14,placeholder
6634,Massachusetts Avenue,B.70012,14,5,12,82,12pm-1pm,Wednesday,Orange Line,Southbound,14,placeholder
6635,Ruggles,B.70010,15,3,15.5,70,12pm-1pm,Wednesday,Orange Line,Southbound,12,placeholder
6636,Roxbury Crossing,B.70008,16,5,10.8,71,12pm-1pm,Wednesday,Orange Line,Southbound,12,placeholder
6637,Jackson Square,B.70006,17,2,12.7,49,12pm-1pm,Wednesday,Orange Line,Southbound,8,placeholder
6638,Stony Brook,B.70004,18,1,9.5,36,12pm-1pm,Wednesday,Orange Line,Southbound,6,placeholder
6639,Green Street,B.70002,19,0,9.1,27,12pm-1pm,Wednesday,Orange Line,Southbound,4,placeholder
6640,Forest Hills,B.Forest Hills-02,20,0,27.3,0,12pm-1pm,Wednesday,Orange Line,Southbound,0,placeholder
6641,Oak Grove,B.Oak Grove-02,1,14,0,14,1pm-2pm,Wednesday,Orange Line,Southbound,2,placeholder
6642,Malden Center,B.70034,2,42,0.6,55,1pm-2pm,Wednesday,Orange Line,Southbound,9,placeholder
6643,Wellington,B.70032,3,19,0.8,74,1pm-2pm,Wednesday,Orange Line,Southbound,12,placeholder
6644,Assembly,B.70278,4,14,4.1,83,1pm-2pm,Wednesday,Orange Line,Southbound,14,placeholder
6645,Sullivan Square,B.70030,5,36,2.9,116,1pm-2pm,Wednesday,Orange Line,Southbound,19,placeholder
6646,Community College,B.70028,6,36,4.3,148,1pm-2pm,Wednesday,Orange Line,Southbound,25,placeholder
6647,North Station,B.70026,7,18,17.1,148,1pm-2pm,Wednesday,Orange Line,Southbound,25,placeholder
6648,Haymarket,B.70024,8,18,15.1,166,1pm-2pm,Wednesday,Orange Line,Southbound,28,placeholder
6649,State,B.70022,9,31,33.9,148,1pm-2pm,Wednesday,Orange Line,Southbound,25,placeholder
6650,Downtown Crossing,B.70020,10,43,53.8,152,1pm-2pm,Wednesday,Orange Line,Southbound,25,placeholder
6651,Chinatown,B.70018,11,9,17.1,130,1pm-2pm,Wednesday,Orange Line,Southbound,22,placeholder
6652,Tufts Medical Center,B.70016,12,8,24.6,114,1pm-2pm,Wednesday,Orange Line,Southbound,19,placeholder
